code,label,count_for,count_against,count_abstentions,count_did_not_vote,group_voted,division,vote_id
ID,Identity and Democracy,50,0,0,9,1,0.0,168328
NI,Non-attached Members,30,3,3,14,1,0.16666666666666663,168328
GUE_NGL,The Left in the European Parliament,25,0,5,7,1,0.16666666666666663,168328
EPP,European Peopleâs Party,139,1,9,28,1,0.06711409395973156,168292
SD,Progressive Alliance of Socialists and Democrats,87,15,20,18,1,0.28688524590163933,168292
RENEW,Renew Europe,84,2,4,12,1,0.06666666666666665,168292
GREEN_EFA,Greens/European Free Alliance,4,58,5,5,0,0.13432835820895528,168292
ECR,European Conservatives and Reformists,36,9,13,10,1,0.3793103448275862,168292
ID,Identity and Democracy,0,33,15,11,0,0.3125,168292
NI,Non-attached Members,17,15,2,16,1,0.5,168292
GUE_NGL,The Left in the European Parliament,0,28,1,8,0,0.03448275862068961,168292
EPP,European Peopleâs Party,149,0,0,28,1,0.0,168332
SD,Progressive Alliance of Socialists and Democrats,127,0,1,12,1,0.0078125,168332
RENEW,Renew Europe,94,0,0,8,1,0.0,168332
GREEN_EFA,Greens/European Free Alliance,4,0,62,6,1,0.9393939393939394,168332
ECR,European Conservatives and Reformists,45,1,13,9,1,0.23728813559322037,168332
ID,Identity and Democracy,15,34,0,10,0,0.30612244897959184,168332
NI,Non-attached Members,26,2,8,14,1,0.2777777777777778,168332
GUE_NGL,The Left in the European Parliament,15,0,15,7,1,0.5,168332
EPP,European Peopleâs Party,148,0,0,29,1,0.0,168337
SD,Progressive Alliance of Socialists and Democrats,125,0,1,14,1,0.007936507936507908,168337
RENEW,Renew Europe,95,0,0,7,1,0.0,168337
GREEN_EFA,Greens/European Free Alliance,4,0,63,5,1,0.9402985074626866,168337
ECR,European Conservatives and Reformists,51,1,6,10,1,0.12068965517241381,168337
ID,Identity and Democracy,31,0,19,9,1,0.38,168337
NI,Non-attached Members,29,3,4,14,1,0.19444444444444442,168337
GUE_NGL,The Left in the European Parliament,1,4,25,7,0,0.8666666666666667,168337
EPP,European Peopleâs Party,85,49,16,27,1,0.43333333333333335,168389
SD,Progressive Alliance of Socialists and Democrats,121,4,2,13,1,0.047244094488189003,168389
RENEW,Renew Europe,70,20,3,9,1,0.24731182795698925,168389
GREEN_EFA,Greens/European Free Alliance,66,0,1,5,1,0.014925373134328401,168389
ECR,European Conservatives and Reformists,34,13,11,10,1,0.4137931034482759,168389
ID,Identity and Democracy,23,8,18,10,1,0.5306122448979591,168389
NI,Non-attached Members,31,2,2,15,1,0.11428571428571432,168389
GUE_NGL,The Left in the European Parliament,29,0,1,7,1,0.033333333333333326,168389
EPP,European Peopleâs Party,151,0,0,26,1,0.0,168330
SD,Progressive Alliance of Socialists and Democrats,127,0,0,13,1,0.0,168330
RENEW,Renew Europe,95,0,0,7,1,0.0,168330
GREEN_EFA,Greens/European Free Alliance,62,1,4,5,1,0.07462686567164178,168330
ECR,European Conservatives and Reformists,52,5,1,10,1,0.10344827586206895,168330
ID,Identity and Democracy,33,17,0,9,1,0.33999999999999997,168330
NI,Non-attached Members,29,5,2,14,1,0.19444444444444442,168330
GUE_NGL,The Left in the European Parliament,0,28,2,7,0,0.06666666666666665,168330
EPP,European Peopleâs Party,138,1,10,28,1,0.0738255033557047,168426
SD,Progressive Alliance of Socialists and Democrats,85,15,22,18,1,0.30327868852459017,168426
RENEW,Renew Europe,90,2,2,8,1,0.04255319148936165,168426
GREEN_EFA,Greens/European Free Alliance,4,57,5,6,0,0.13636363636363635,168426
ECR,European Conservatives and Reformists,42,8,7,11,1,0.26315789473684215,168426
ID,Identity and Democracy,0,32,16,11,0,0.33333333333333337,168426
NI,Non-attached Members,9,24,1,16,0,0.2941176470588235,168426
GUE_NGL,The Left in the European Parliament,0,27,1,9,0,0.0357142857142857,168426
EPP,European Peopleâs Party,150,0,0,27,1,0.0,168424
SD,Progressive Alliance of Socialists and Democrats,126,0,0,14,1,0.0,168424
RENEW,Renew Europe,93,0,0,9,1,0.0,168424
GREEN_EFA,Greens/European Free Alliance,66,0,0,6,1,0.0,168424
ECR,European Conservatives and Reformists,52,2,3,11,1,0.08771929824561409,168424
ID,Identity and Democracy,39,0,9,11,1,0.1875,168424
NI,Non-attached Members,30,1,2,17,1,0.09090909090909094,168424
GUE_NGL,The Left in the European Parliament,28,0,0,9,1,0.0,168424
EPP,European Peopleâs Party,151,0,0,26,1,0.0,168432
SD,Progressive Alliance of Socialists and Democrats,127,0,0,13,1,0.0,168432
RENEW,Renew Europe,95,0,0,7,1,0.0,168432
GREEN_EFA,Greens/European Free Alliance,64,0,0,8,1,0.0,168432
ECR,European Conservatives and Reformists,55,2,0,11,1,0.03508771929824561,168432
ID,Identity and Democracy,48,0,0,11,1,0.0,168432
NI,Non-attached Members,32,1,2,15,1,0.08571428571428574,168432
GUE_NGL,The Left in the European Parliament,30,0,0,7,1,0.0,168432
EPP,European Peopleâs Party,134,1,8,34,1,0.06293706293706292,168434
SD,Progressive Alliance of Socialists and Democrats,86,14,22,18,1,0.29508196721311475,168434
RENEW,Renew Europe,86,2,1,13,1,0.0337078651685393,168434
GREEN_EFA,Greens/European Free Alliance,4,57,5,6,0,0.13636363636363635,168434
ECR,European Conservatives and Reformists,42,7,9,10,1,0.27586206896551724,168434
ID,Identity and Democracy,0,33,15,11,0,0.3125,168434
NI,Non-attached Members,7,24,0,19,0,0.22580645161290325,168434
GUE_NGL,The Left in the European Parliament,0,28,1,8,0,0.03448275862068961,168434
EPP,European Peopleâs Party,127,9,13,28,1,0.1476510067114094,168481
SD,Progressive Alliance of Socialists and Democrats,126,0,1,13,1,0.007874015748031482,168481
RENEW,Renew Europe,85,3,6,8,1,0.0957446808510638,168481
GREEN_EFA,Greens/European Free Alliance,67,0,0,5,1,0.0,168481
ECR,European Conservatives and Reformists,3,50,5,10,0,0.13793103448275867,168481
ID,Identity and Democracy,0,32,16,11,0,0.33333333333333337,168481
NI,Non-attached Members,17,5,13,15,1,0.5142857142857142,168481
GUE_NGL,The Left in the European Parliament,30,0,0,7,1,0.0,168481
EPP,European Peopleâs Party,147,0,1,29,1,0.006756756756756799,168440
SD,Progressive Alliance of Socialists and Democrats,125,1,1,13,1,0.015748031496062964,168440
RENEW,Renew Europe,94,0,0,8,1,0.0,168440
GREEN_EFA,Greens/European Free Alliance,66,0,0,6,1,0.0,168440
ECR,European Conservatives and Reformists,49,1,4,14,1,0.09259259259259256,168440
ID,Identity and Democracy,0,25,23,11,0,0.47916666666666663,168440
NI,Non-attached Members,29,4,2,15,1,0.17142857142857137,168440
GUE_NGL,The Left in the European Parliament,28,1,0,8,1,0.03448275862068961,168440
EPP,European Peopleâs Party,148,0,1,28,1,0.006711409395973145,168470
SD,Progressive Alliance of Socialists and Democrats,125,0,0,15,1,0.0,168470
RENEW,Renew Europe,94,0,0,8,1,0.0,168470
GREEN_EFA,Greens/European Free Alliance,62,0,5,5,1,0.07462686567164178,168470
ECR,European Conservatives and Reformists,12,1,44,11,1,0.7894736842105263,168470
ID,Identity and Democracy,16,18,16,9,0,0.64,168470
NI,Non-attached Members,28,3,5,14,1,0.2222222222222222,168470
GUE_NGL,The Left in the European Parliament,26,0,4,7,1,0.1333333333333333,168470
EPP,European Peopleâs Party,148,0,2,27,1,0.013333333333333308,168448
SD,Progressive Alliance of Socialists and Democrats,126,0,0,14,1,0.0,168448
RENEW,Renew Europe,93,0,1,8,1,0.010638297872340385,168448
GREEN_EFA,Greens/European Free Alliance,66,0,0,6,1,0.0,168448
ECR,European Conservatives and Reformists,49,3,5,11,1,0.14035087719298245,168448
ID,Identity and Democracy,21,3,24,11,1,0.5625,168448
NI,Non-attached Members,22,0,13,15,1,0.37142857142857144,168448
GUE_NGL,The Left in the European Parliament,30,0,0,7,1,0.0,168448
EPP,European Peopleâs Party,4,142,4,27,0,0.053333333333333344,168697
SD,Progressive Alliance of Socialists and Democrats,109,15,1,15,1,0.128,168697
RENEW,Renew Europe,16,75,2,9,0,0.19354838709677424,168697
GREEN_EFA,Greens/European Free Alliance,64,0,3,5,1,0.04477611940298509,168697
ECR,European Conservatives and Reformists,4,53,0,11,0,0.07017543859649122,168697
ID,Identity and Democracy,6,36,7,10,0,0.26530612244897955,168697
NI,Non-attached Members,15,8,13,14,1,0.5833333333333333,168697
GUE_NGL,The Left in the European Parliament,27,2,1,7,1,0.09999999999999998,168697
EPP,European Peopleâs Party,144,3,0,30,1,0.020408163265306145,168442
SD,Progressive Alliance of Socialists and Democrats,123,1,0,16,1,0.008064516129032251,168442
RENEW,Renew Europe,87,1,3,11,1,0.04395604395604391,168442
GREEN_EFA,Greens/European Free Alliance,61,0,3,8,1,0.046875,168442
ECR,European Conservatives and Reformists,56,1,0,11,1,0.01754385964912286,168442
ID,Identity and Democracy,38,0,5,16,1,0.11627906976744184,168442
NI,Non-attached Members,29,1,3,17,1,0.12121212121212122,168442
GUE_NGL,The Left in the European Parliament,25,0,3,9,1,0.1071428571428571,168442
EPP,European Peopleâs Party,147,0,0,30,1,0.0,168778
SD,Progressive Alliance of Socialists and Democrats,118,1,2,19,1,0.024793388429752095,168778
RENEW,Renew Europe,92,3,0,7,1,0.03157894736842104,168778
GREEN_EFA,Greens/European Free Alliance,66,0,1,5,1,0.014925373134328401,168778
ECR,European Conservatives and Reformists,47,2,10,9,1,0.2033898305084746,168778
ID,Identity and Democracy,17,17,15,10,0,0.653061224489796,168778
NI,Non-attached Members,22,3,1,24,1,0.15384615384615385,168778
GUE_NGL,The Left in the European Parliament,30,0,0,7,1,0.0,168778
EPP,European Peopleâs Party,147,0,0,30,1,0.0,168486
SD,Progressive Alliance of Socialists and Democrats,114,1,12,13,1,0.10236220472440949,168486
RENEW,Renew Europe,94,0,0,8,1,0.0,168486
GREEN_EFA,Greens/European Free Alliance,0,1,63,8,0,0.984375,168486
ECR,European Conservatives and Reformists,48,4,5,11,1,0.1578947368421053,168486
ID,Identity and Democracy,30,11,6,12,1,0.36170212765957444,168486
NI,Non-attached Members,22,12,1,15,1,0.37142857142857144,168486
GUE_NGL,The Left in the European Parliament,1,24,3,9,0,0.1428571428571429,168486
EPP,European Peopleâs Party,145,1,2,29,1,0.020270270270270285,168696
SD,Progressive Alliance of Socialists and Democrats,66,48,11,15,1,0.472,168696
RENEW,Renew Europe,78,15,2,7,1,0.17894736842105263,168696
GREEN_EFA,Greens/European Free Alliance,1,66,0,5,0,0.014925373134328401,168696
ECR,European Conservatives and Reformists,58,1,0,9,1,0.016949152542372836,168696
ID,Identity and Democracy,47,0,0,12,1,0.0,168696
NI,Non-attached Members,18,11,6,15,1,0.48571428571428577,168696
GUE_NGL,The Left in the European Parliament,4,20,4,9,0,0.2857142857142857,168696
EPP,European Peopleâs Party,122,18,7,30,1,0.17006802721088432,168724
SD,Progressive Alliance of Socialists and Democrats,117,4,6,13,1,0.07874015748031493,168724
RENEW,Renew Europe,92,2,1,7,1,0.03157894736842104,168724
GREEN_EFA,Greens/European Free Alliance,66,1,0,5,1,0.014925373134328401,168724
ECR,European Conservatives and Reformists,45,10,4,9,1,0.23728813559322037,168724
ID,Identity and Democracy,4,17,29,9,0,0.6599999999999999,168724
NI,Non-attached Members,19,12,5,14,1,0.4722222222222222,168724
GUE_NGL,The Left in the European Parliament,25,0,4,8,1,0.13793103448275867,168724
EPP,European Peopleâs Party,143,0,1,33,1,0.00694444444444442,166842
SD,Progressive Alliance of Socialists and Democrats,106,0,10,23,1,0.08620689655172409,166842
RENEW,Renew Europe,81,3,7,11,1,0.10989010989010994,166842
GREEN_EFA,Greens/European Free Alliance,7,15,39,11,0,0.7540983606557377,166842
ECR,European Conservatives and Reformists,58,2,1,7,1,0.049180327868852514,166842
ID,Identity and Democracy,20,9,21,9,1,0.6,166842
NI,Non-attached Members,8,7,19,17,1,0.7647058823529411,166842
GUE_NGL,The Left in the European Parliament,2,28,2,5,0,0.125,166842
EPP,European Peopleâs Party,113,9,26,29,1,0.2364864864864865,168580
SD,Progressive Alliance of Socialists and Democrats,96,24,0,20,1,0.19999999999999996,168580
RENEW,Renew Europe,88,1,6,7,1,0.0736842105263158,168580
GREEN_EFA,Greens/European Free Alliance,1,42,24,5,0,0.3731343283582089,168580
ECR,European Conservatives and Reformists,19,7,32,10,1,0.6724137931034483,168580
ID,Identity and Democracy,33,10,4,12,1,0.2978723404255319,168580
NI,Non-attached Members,28,2,2,18,1,0.125,168580
GUE_NGL,The Left in the European Parliament,28,2,0,7,1,0.06666666666666665,168580
EPP,European Peopleâs Party,115,10,24,28,1,0.22818791946308725,168586
SD,Progressive Alliance of Socialists and Democrats,120,2,2,16,1,0.032258064516129004,168586
RENEW,Renew Europe,88,3,2,9,1,0.053763440860215006,168586
GREEN_EFA,Greens/European Free Alliance,64,0,1,7,1,0.01538461538461533,168586
ECR,European Conservatives and Reformists,18,32,8,10,0,0.4482758620689655,168586
ID,Identity and Democracy,0,49,0,10,0,0.0,168586
NI,Non-attached Members,12,21,2,15,0,0.4,168586
GUE_NGL,The Left in the European Parliament,11,14,5,7,0,0.5333333333333333,168586
EPP,European Peopleâs Party,145,0,0,32,1,0.0,167080
SD,Progressive Alliance of Socialists and Democrats,121,1,0,17,1,0.008196721311475419,167080
RENEW,Renew Europe,93,0,0,9,1,0.0,167080
GREEN_EFA,Greens/European Free Alliance,64,0,0,8,1,0.0,167080
ECR,European Conservatives and Reformists,50,12,0,6,1,0.19354838709677424,167080
ID,Identity and Democracy,17,22,11,9,0,0.56,167080
NI,Non-attached Members,34,4,0,13,1,0.10526315789473684,167080
GUE_NGL,The Left in the European Parliament,33,0,0,4,1,0.0,167080
EPP,European Peopleâs Party,141,1,8,27,1,0.06000000000000005,168785
SD,Progressive Alliance of Socialists and Democrats,122,0,1,17,1,0.008130081300813052,168785
RENEW,Renew Europe,89,3,0,10,1,0.03260869565217395,168785
GREEN_EFA,Greens/European Free Alliance,66,1,0,5,1,0.014925373134328401,168785
ECR,European Conservatives and Reformists,1,13,45,9,0,0.7796610169491526,168785
ID,Identity and Democracy,0,32,16,11,0,0.33333333333333337,168785
NI,Non-attached Members,5,26,4,15,0,0.2571428571428571,168785
GUE_NGL,The Left in the European Parliament,11,16,3,7,0,0.4666666666666667,168785
EPP,European Peopleâs Party,143,1,0,33,1,0.00694444444444442,167084
SD,Progressive Alliance of Socialists and Democrats,119,0,0,20,1,0.0,167084
RENEW,Renew Europe,92,0,0,10,1,0.0,167084
GREEN_EFA,Greens/European Free Alliance,65,0,0,7,1,0.0,167084
ECR,European Conservatives and Reformists,45,8,3,12,1,0.1964285714285714,167084
ID,Identity and Democracy,1,32,17,9,0,0.36,167084
NI,Non-attached Members,22,6,2,21,1,0.2666666666666667,167084
GUE_NGL,The Left in the European Parliament,23,5,1,8,1,0.2068965517241379,167084
EPP,European Peopleâs Party,144,0,1,32,1,0.006896551724137945,167088
SD,Progressive Alliance of Socialists and Democrats,121,0,0,18,1,0.0,167088
RENEW,Renew Europe,91,0,0,11,1,0.0,167088
GREEN_EFA,Greens/European Free Alliance,63,0,0,9,1,0.0,167088
ECR,European Conservatives and Reformists,48,12,1,7,1,0.21311475409836067,167088
ID,Identity and Democracy,0,30,13,16,0,0.3023255813953488,167088
NI,Non-attached Members,28,7,0,16,1,0.19999999999999996,167088
GUE_NGL,The Left in the European Parliament,26,4,2,5,1,0.1875,167088
EPP,European Peopleâs Party,145,0,1,31,1,0.006849315068493178,167096
SD,Progressive Alliance of Socialists and Democrats,119,0,0,20,1,0.0,167096
RENEW,Renew Europe,92,0,0,10,1,0.0,167096
GREEN_EFA,Greens/European Free Alliance,63,0,0,9,1,0.0,167096
ECR,European Conservatives and Reformists,48,12,2,6,1,0.22580645161290325,167096
ID,Identity and Democracy,0,30,19,10,0,0.3877551020408163,167096
NI,Non-attached Members,29,6,1,15,1,0.19444444444444442,167096
GUE_NGL,The Left in the European Parliament,29,4,0,4,1,0.12121212121212122,167096
EPP,European Peopleâs Party,147,0,0,30,1,0.0,167092
SD,Progressive Alliance of Socialists and Democrats,119,0,0,20,1,0.0,167092
RENEW,Renew Europe,93,0,0,9,1,0.0,167092
GREEN_EFA,Greens/European Free Alliance,63,0,0,9,1,0.0,167092
ECR,European Conservatives and Reformists,51,7,2,8,1,0.15000000000000002,167092
ID,Identity and Democracy,34,1,14,10,1,0.30612244897959184,167092
NI,Non-attached Members,29,6,0,16,1,0.17142857142857137,167092
GUE_NGL,The Left in the European Parliament,29,4,0,4,1,0.12121212121212122,167092
EPP,European Peopleâs Party,141,1,2,33,1,0.02083333333333337,167105
SD,Progressive Alliance of Socialists and Democrats,120,0,0,19,1,0.0,167105
RENEW,Renew Europe,92,0,0,10,1,0.0,167105
GREEN_EFA,Greens/European Free Alliance,63,0,0,9,1,0.0,167105
ECR,European Conservatives and Reformists,6,53,2,7,0,0.1311475409836066,167105
ID,Identity and Democracy,0,50,0,9,0,0.0,167105
NI,Non-attached Members,21,16,0,14,1,0.43243243243243246,167105
GUE_NGL,The Left in the European Parliament,32,1,0,4,1,0.030303030303030276,167105
EPP,European Peopleâs Party,144,0,1,32,1,0.006896551724137945,167100
SD,Progressive Alliance of Socialists and Democrats,123,0,0,16,1,0.0,167100
RENEW,Renew Europe,92,0,0,10,1,0.0,167100
GREEN_EFA,Greens/European Free Alliance,65,0,0,7,1,0.0,167100
ECR,European Conservatives and Reformists,48,12,1,7,1,0.21311475409836067,167100
ID,Identity and Democracy,26,4,17,12,1,0.44680851063829785,167100
NI,Non-attached Members,32,4,2,13,1,0.1578947368421053,167100
GUE_NGL,The Left in the European Parliament,29,2,1,5,1,0.09375,167100
EPP,European Peopleâs Party,144,1,1,31,1,0.013698630136986356,166864
SD,Progressive Alliance of Socialists and Democrats,111,0,5,23,1,0.0431034482758621,166864
RENEW,Renew Europe,85,0,5,12,1,0.05555555555555558,166864
GREEN_EFA,Greens/European Free Alliance,23,15,23,11,1,0.6229508196721312,166864
ECR,European Conservatives and Reformists,55,4,2,7,1,0.09836065573770492,166864
ID,Identity and Democracy,19,16,15,9,1,0.62,166864
NI,Non-attached Members,9,23,3,16,0,0.34285714285714286,166864
GUE_NGL,The Left in the European Parliament,1,31,0,5,0,0.03125,166864
EPP,European Peopleâs Party,143,0,1,33,1,0.00694444444444442,167109
SD,Progressive Alliance of Socialists and Democrats,118,0,0,21,1,0.0,167109
RENEW,Renew Europe,92,0,0,10,1,0.0,167109
GREEN_EFA,Greens/European Free Alliance,62,0,0,10,1,0.0,167109
ECR,European Conservatives and Reformists,48,10,3,7,1,0.21311475409836067,167109
ID,Identity and Democracy,0,20,30,9,0,0.6,167109
NI,Non-attached Members,30,6,1,14,1,0.18918918918918914,167109
GUE_NGL,The Left in the European Parliament,30,2,1,4,1,0.09090909090909094,167109
EPP,European Peopleâs Party,146,0,0,31,1,0.0,167113
SD,Progressive Alliance of Socialists and Democrats,119,0,0,20,1,0.0,167113
RENEW,Renew Europe,91,0,0,11,1,0.0,167113
GREEN_EFA,Greens/European Free Alliance,64,0,0,8,1,0.0,167113
ECR,European Conservatives and Reformists,48,11,2,7,1,0.21311475409836067,167113
ID,Identity and Democracy,1,33,15,10,0,0.326530612244898,167113
NI,Non-attached Members,30,5,0,16,1,0.1428571428571429,167113
GUE_NGL,The Left in the European Parliament,29,2,1,5,1,0.09375,167113
EPP,European Peopleâs Party,147,0,0,30,1,0.0,167117
